EngagementId,DocumentId,Schedule,TaxYear,InvestmentName,InvestmentTaxId,InvestmentPrimaryId,InvestorName,InvestorTaxId,InvestorPrimaryId,Part,Section,ScheduleItemId,ScheduleItemDescription,ScheduleItemDetailId,DetailDescription,ItemCode,ItemSubCode,ItemSubSubCode,ScheduleItemOtherId,FootnoteType,FootnoteLine,Values,RowGroupId,ColumnGroupId,ExtractedScheduleItemGroupId,FileName,Category
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39511,Is this partner a limited partner or other LLC member?,,,G,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39512,Is this partner a domestic partner?,,,H1,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39512,Is this partner a domestic partner?,,,H1,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39512,Is this partner a domestic partner?,,,H1,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39512,Is this partner a domestic partner?,,,H1,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39513,Is this partner a foreign partner?,,,H1,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39513,Is this partner a foreign partner?,,,H1,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39513,Is this partner a foreign partner?,,,H1,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39513,Is this partner a foreign partner?,,,H1,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39514,Is this partner a disregarded entity (DE)?,,,H2,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39514,Is this partner a disregarded entity (DE)?,,,H2,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39514,Is this partner a disregarded entity (DE)?,,,H2,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39514,Is this partner a disregarded entity (DE)?,,,H2,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39517,What type of entity is this partner?,,,I1,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39517,What type of entity is this partner?,,,I1,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39517,What type of entity is this partner?,,,I1,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39517,What type of entity is this partner?,,,I1,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39518,Is this partner a retirement plan (IRA/SEP/Keogh/etc.)?,,,I2,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39518,Is this partner a retirement plan (IRA/SEP/Keogh/etc.)?,,,I2,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39518,Is this partner a retirement plan (IRA/SEP/Keogh/etc.)?,,,I2,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39518,Is this partner a retirement plan (IRA/SEP/Keogh/etc.)?,,,I2,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39524,Partner's share of profit ending,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39524,Partner's share of profit ending,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39524,Partner's share of profit ending,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39524,Partner's share of profit ending,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39522,Partner's share of loss ending,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39522,Partner's share of loss ending,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39522,Partner's share of loss ending,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39522,Partner's share of loss ending,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39519,Partner's share of capital beginning,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39519,Partner's share of capital beginning,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39519,Partner's share of capital beginning,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39519,Partner's share of capital beginning,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39520,Partner's share of capital ending,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39520,Partner's share of capital ending,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39520,Partner's share of capital ending,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39520,Partner's share of capital ending,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39525,Is share decrease due to an exchange of partnership interest?,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39525,Is share decrease due to an exchange of partnership interest?,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39525,Is share decrease due to an exchange of partnership interest?,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39525,Is share decrease due to an exchange of partnership interest?,,,J,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39526,Does item K include liability amounts from lower tier partnerships?,,,K,2,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39526,Does item K include liability amounts from lower tier partnerships?,,,K,2,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39526,Does item K include liability amounts from lower tier partnerships?,,,K,2,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39526,Does item K include liability amounts from lower tier partnerships?,,,K,2,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39533,Partner's capital account - Beginning capital account,,,L,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39533,Partner's capital account - Beginning capital account,,,L,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39533,Partner's capital account - Beginning capital account,,,L,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39533,Partner's capital account - Beginning capital account,,,L,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39390,Partner's capital account - Current year net income (loss),,,L,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39390,Partner's capital account - Current year net income (loss),,,L,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39390,Partner's capital account - Current year net income (loss),,,L,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39390,Partner's capital account - Current year net income (loss),,,L,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39537,Partner's capital account - Ending capital account,,,L,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39537,Partner's capital account - Ending capital account,,,L,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39537,Partner's capital account - Ending capital account,,,L,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39537,Partner's capital account - Ending capital account,,,L,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39538,Did the Partner Contribute Property with Built-In Gain or Loss? - Yes,,,M,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39538,Did the Partner Contribute Property with Built-In Gain or Loss? - Yes,,,M,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39538,Did the Partner Contribute Property with Built-In Gain or Loss? - Yes,,,M,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39538,Did the Partner Contribute Property with Built-In Gain or Loss? - Yes,,,M,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39539,Did the Partner Contribute Property with Built-In Gain or Loss? - No,,,M,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39539,Did the Partner Contribute Property with Built-In Gain or Loss? - No,,,M,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39539,Did the Partner Contribute Property with Built-In Gain or Loss? - No,,,M,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39539,Did the Partner Contribute Property with Built-In Gain or Loss? - No,,,M,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39402,Ordinary business income (loss),,,1,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39402,Ordinary business income (loss),,,1,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39402,Ordinary business income (loss),,,1,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39402,Ordinary business income (loss),,,1,,,,,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39402,Ordinary business income (loss),18679,ORDINARY BUSINESS INCOME/(LOSS),1,,1,,Effectively Connected Income,,-7024,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39402,Ordinary business income (loss),18434,Ordinary Business Income,1,,1,,Statement,,-7024,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39402,Ordinary business income (loss),18883,ORDINARY BUSINESS INCOME/(LOSS),1,,1,,UBTI,,-7024,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39402,Ordinary business income (loss),18679,ORDINARY BUSINESS INCOME/(LOSS),1,,1,,Effectively Connected Income,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39402,Ordinary business income (loss),18434,Ordinary Business Income,1,,1,,Statement,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39402,Ordinary business income (loss),18883,ORDINARY BUSINESS INCOME/(LOSS),1,,1,,UBTI,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39402,Ordinary business income (loss),18679,ORDINARY BUSINESS INCOME/(LOSS),1,,1,,Effectively Connected Income,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39402,Ordinary business income (loss),18434,Ordinary Business Income,1,,1,,Statement,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39402,Ordinary business income (loss),18883,ORDINARY BUSINESS INCOME/(LOSS),1,,1,,UBTI,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39402,Ordinary business income (loss),18679,ORDINARY BUSINESS INCOME/(LOSS),1,,1,,Effectively Connected Income,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
bde83f10-d643-ec11-9820-a085fc56e97f,e8e139f9-c88a-449e-8cbd-09887056597c,Federal K-1,2023,SITWELL COMPANY,98-0009870,FT12,LUCILLE BLUTH FUND,123-45-6789,F02,,,39402,Ordinary business income (loss),18434,Ordinary Business Income,1,,1,,Statement,,,,,,2021 Lucille Bluth K1_1_14.pdf,Actual
